-,-,-
-7.080078, 3.417969, 992.187500
-7.080078, 6.835938, 993.164062
-1.220703, 10.742188, 991.210938
-11.474609, 5.859375, 993.164062
-11.474609, 4.882812, 988.281250
-4.638672, 5.859375, 990.234375
-10.009766, 1.953125, 979.980469
-4.638672, 7.812500, 990.234375
-4.150391, 5.859375, 998.535156
-4.638672, 5.859375, 990.234375
-9.521484, 3.906250, 997.070312
-2.685547, 5.859375, 996.093750
-1.708984, 5.371094, 993.164062
-4.638672, 7.812500, 991.210938
1.953125, 5.859375, 988.281250
-9.033203, 4.882812, 992.187500
-0.732422, 4.882812, 992.187500
-4.638672, 6.835938, 985.351562
-4.638672, 5.859375, 993.164062
-2.685547, 3.906250, 985.351562
-4.150391, 7.812500, 988.281250
-10.498047, 6.835938, 987.304688
-3.173828, 8.789062, 982.910156
-11.474609, 6.835938, 994.140625
-5.615234, 8.789062, 999.511719
-3.662109, 4.882812, 998.535156
-1.708984, 4.882812, 994.140625
-4.638672, 2.929688, 991.210938
0.488281, 5.859375, 993.164062
-2.685547, 5.859375, 995.117188
-11.474609, 4.394531, 985.839844
-0.732422, 5.859375, 999.511719
-8.056641, 4.882812, 991.210938
-1.708984, 7.812500, 987.304688
-5.615234, 2.929688, 992.187500
-3.662109, 5.371094, 994.140625
-,-,-
-1.220703, 4.882812, 991.210938
-0.244141, 6.835938, 991.210938
-9.033203, 4.882812, 990.234375
-4.150391, 8.789062, 993.164062
-5.615234, 9.765625, 996.093750
-2.685547, 3.906250, 987.304688
-4.638672, 9.765625, 991.210938
-9.033203, 16.601562, 996.093750
-5.126953, 8.789062, 991.210938
-5.615234, 8.789062, 987.792969
-6.591797, 10.742188, 998.535156
-2.685547, 7.812500, 992.187500
-7.080078, 11.718750, 987.304688
0.488281, 4.882812, 996.093750
-4.638672, 1.464844, 994.140625
-2.197266, 7.812500, 995.117188
1.464844, 4.882812, 990.234375
-6.591797, 4.882812, 989.257812
-1.708984, 3.906250, 989.257812
-2.685547, 4.882812, 998.046875
0.488281, 6.835938, 991.210938
-4.638672, 8.789062, 987.304688
-7.080078, 4.394531, 996.582031
-9.033203, 4.882812, 994.140625
-8.056641, 6.835938, 991.210938
-6.591797, 8.789062, 991.210938
-5.615234, 5.859375, 987.304688
-0.732422, 1.464844, 990.234375
-1.220703, 2.929688, 980.957031
-5.615234, 4.394531, 991.210938
-3.662109, 7.812500, 990.234375
-2.685547, 3.906250, 989.257812
-1.708984, 8.300781, 993.164062
-0.732422, 5.859375, 991.210938
1.464844, 4.882812, 988.281250
-6.103516, 4.394531, 991.210938
-6.591797, 2.441406, 997.558594
1.464844, 4.882812, 990.234375
-,-,-
-8.056641, 3.906250, 986.328125
-1.220703, 4.882812, 994.140625
-9.033203, 7.812500, 990.234375
-3.662109, 5.859375, 990.234375
-12.451172, 4.882812, 987.304688
-2.685547, 10.742188, 990.234375
-5.615234, 9.765625, 998.046875
-8.056641, 9.765625, 989.257812
-5.126953, 2.929688, 994.628906
-7.568359, 4.882812, 992.187500
-4.638672, 9.765625, 987.304688
-10.498047, 1.464844, 999.023438
-3.662109, 8.789062, 995.117188
-7.568359, 3.906250, 990.234375
-3.662109, 4.882812, 991.210938
-1.708984, 10.742188, 990.234375
-6.103516, 3.906250, 989.257812
-4.638672, 5.859375, 989.257812
-8.544922, 11.718750, 994.140625
